appid,name,type,mac_available,windows_available,linux_available,release_date,publishers,developers,genres,categories,price_initial,description,recommendation_total,metacritic,num_achievements,review_score,review_score_desc,total_positive,total_negative,total_reviews
2246340,Monster Hunter Wilds,game,False,True,False,"Feb 27, 2025","['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","Action,Adventure,RPG","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Keyboard Only Option,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",6999.0,"The unbridled force of nature runs wild and relentless, with environments transforming drastically from one moment to the next. This is a story of monsters and humans and their struggles to live in harmony in a world of duality.",195035.0,,50.0,5,Mixed,57664,24810,82474
2050650,Resident Evil 4,game,False,True,False,"Mar 23, 2023","['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,HDR available,Family Sharing",3999.0,"Survival is just the beginning. Six years have passed since the biological disaster in Raccoon City. Leon S. Kennedy, one of the survivors, tracks the president's kidnapped daughter to a secluded European village, where there is something terribly wrong with the locals.",171368.0,91.0,46.0,9,Overwhelmingly Positive,64483,2311,66794
4760260,Warframe: Styanax Prime Access - Weapons Pack,dlc,False,True,False,"Jun 17, 2026",['Digital Extremes'],['Digital Extremes'],"Action,RPG,Free To Play","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available",4999.0,"This exclusive Weapons Pack features the Afentis Prime, Athodai Prime and more. Available for a limited time ONLY through Prime Access.",,,,0,No user reviews,0,0,0
1245620,ELDEN RING,game,False,True,False,"Feb 24, 2022","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['FromSoftware, Inc.']","Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",5999.0,"THE CRITICALLY ACCLAIMED FANTASY ACTION RPG. Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.",820535.0,94.0,42.0,8,Very Positive,405086,24436,429522
2244210,Echoes of Aincrad,game,False,True,False,"Jul 9, 2026",['Bandai Namco Entertainment Inc.'],['Game Studio Inc.'],"Action,RPG","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",6999.0,"Step into Aincrad, a world of beauty and danger where every battle could be your last. Create your hero, choose your gear, and master combat by building synergy with your partner, leveling up, and unlocking special abilities to expand your horizons.",,,,0,No user reviews,0,0,0
236390,War Thunder,game,True,True,True,"Aug 15, 2013",['Gaijin Network Ltd'],['Gaijin Entertainment'],"Action,Massively Multiplayer,Simulation,Free To Play","Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,VR Supported,Steam Trading Cards,In-App Purchases,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,Remote Play on Phone,Remote Play on Tablet",,"War Thunder is the most comprehensive free-to-play, cross-platform, MMO military game dedicated to aviation, armoured vehicles, and naval craft, from the early 20th century to the most advanced modern combat units. Join now and take part in major battles on land, in the air, and at sea.",1975.0,81.0,91.0,5,Mixed,557,264,821
4760270,Warframe: Styanax Prime Access - Accessories Pack,dlc,False,True,False,"Jun 17, 2026",['Digital Extremes'],['Digital Extremes'],"Action,RPG","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available",4999.0,"This exclusive Accessories Pack features the Lanex Prime Syandana, Daurus Prime Armor and more. Available for a limited time ONLY through Prime Access.",,,,0,1 user reviews,1,0,1
1364780,Street Fighter™ 6,game,False,True,False,"Jun 1, 2023","['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","Action,Adventure","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing",3999.0,"Here comes Capcom’s newest challenger! Street Fighter™ 6 launches worldwide on June 2nd, 2023 and represents the next evolution of the Street Fighter™ series! Street Fighter 6 spans three distinct game modes, including World Tour, Fighting Ground and Battle Hub.",47451.0,92.0,43.0,8,Very Positive,16992,3075,20067
1401590,Disney Dreamlight Valley,game,False,True,False,"Dec 5, 2023",['Gameloft'],['Gameloft'],"Action,Adventure,Casual,RPG,Simulation","Single-player,Multi-player,Full controller support,In-App Purchases,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Family Sharing",3999.0,Explore a world filled with the magic of Disney as you discover rich stories and build the perfect neighborhood alongside Disney and Pixar heroes and villains in this new life-sim adventure game. Welcome to Disney Dreamlight Valley.,21498.0,,15.0,8,Very Positive,13988,1343,15331
1151340,Fallout 76,game,False,True,False,"Apr 14, 2020",['Bethesda Softworks'],['Bethesda Game Studios'],RPG,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Chat Speech-to-text,Playable without Timed Input,Stereo Sound,Surround Sound,Partial Controller Support,Remote Play on Tablet",3999.0,"Bethesda Game Studios welcome you to Fallout 76. Twenty-five years after the bombs fall, you and your fellow Vault Dwellers emerge into post-nuclear America. Explore a vast wasteland in this open-world multiplayer addition to the Fallout story.",77140.0,,72.0,6,Mostly Positive,34604,11306,45910
2868840,Slay the Spire 2,game,True,True,True,"Mar 5, 2026",['Mega Crit'],['Mega Crit'],"Indie,Strategy,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Custom Volume Controls,Mouse Only Option,Playable without Timed Input,Save Anytime,Steam Cloud,Stats,Steam Leaderboards,Family Sharing",2499.0,"The iconic roguelike deckbuilder returns. Craft a unique deck, encounter bizarre creatures, and discover relics of immense power in Slay the Spire 2!",193123.0,,,8,Very Positive,49748,3113,52861
39210,FINAL FANTASY XIV Online,game,False,True,False,"Feb 18, 2014",['Square Enix'],['Square Enix'],"Massively Multiplayer,RPG","Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Adjustable Text Size,Custom Volume Controls,Keyboard Only Option,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Remote Play on Tablet,Family Sharing",1999.0,"Join over 30 million adventurers worldwide and take part in an epic and ever-changing FINAL FANTASY. Experience an unforgettable story, exhilarating battles, and a myriad of captivating environments to explore.",77755.0,83.0,,8,Very Positive,52425,7978,60403
438100,VRChat,game,False,True,False,"Feb 1, 2017",['VRChat Inc.'],['VRChat Inc.'],"Adventure,Casual,Massively Multiplayer,Simulation,Sports,Free To Play,Early Access","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Full controller support,Tracked Controller Support,VR Supported,In-App Purchases,Family Sharing",,"Join our growing community as you explore, play, and help craft the future of social VR. Create worlds and custom avatars. Welcome to VRChat.",147.0,,,8,Very Positive,91,18,109
3240220,Grand Theft Auto V Enhanced,game,False,True,False,"Mar 4, 2025",['Rockstar Games'],['Rockstar North'],"Action,Adventure,Racing","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet",2999.0,"Experience entertainment blockbusters Grand Theft Auto V and Grand Theft Auto Online — now upgraded for a new generation with stunning visuals, faster loading, 3D audio, and more, plus exclusive content for GTA Online players.",177702.0,,77.0,8,Very Positive,51076,12483,63559
394360,Hearts of Iron IV,game,True,True,True,"Jun 6, 2016",['Paradox Interactive'],['Paradox Development Studio'],"Simulation,Strategy","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Tablet,Family Sharing",4999.0,"Victory is at your fingertips! Your ability to lead your nation is your supreme weapon, the strategy game Hearts of Iron IV lets you take command of any nation in World War II; the most engaging conflict in world history.",276677.0,83.0,293.0,8,Very Positive,111311,11006,122317
1868140,DAVE THE DIVER,game,True,True,False,"Jun 28, 2023",['MINTROCKET'],['MINTROCKET'],"Adventure,Casual,RPG,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",1999.0,"DAVE THE DIVER is a casual, singleplayer adventure RPG featuring deep-sea exploration and fishing during the day and sushi restaurant management at night. Join Dave and his quirky friends as they seek to uncover the secrets of the mysterious Blue Hole.",134029.0,90.0,43.0,9,Overwhelmingly Positive,46935,1608,48543
2141910,Magic: The Gathering Arena,game,True,True,False,"May 23, 2023",['Wizards of the Coast'],['Wizards of the Coast'],"Strategy,Free To Play","Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,In-App Purchases,Family Sharing",,"Magic: The Gathering Arena empowers you to discover your strategy, meet the planeswalkers, explore the multiverse, and battle friends around the world. Start playing for free, challenge your friends, unlock cards, and feel the magic of the original fantasy CCG!",,,,0,No user reviews,0,0,0
3321460,Crimson Desert,game,True,True,False,"Mar 19, 2026",['Pearl Abyss'],['Pearl Abyss'],"Action,Adventure","Single-player,Steam Achievements,Full controller support,Custom Volume Controls,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",6999.0,"Crimson Desert is an open-world action-adventure set on the continent of Pywel. Join Kliff on his journey to rebuild the Greymane faction and to save the land from a looming threat. From vast wilderness and cities to ruins and the mysterious Abyss, forge your path through battles and discovery.",106933.0,,34.0,8,Very Positive,50214,7582,57796
306130,The Elder Scrolls® Online,game,True,True,False,"May 22, 2017",['Bethesda Softworks'],['ZeniMax Online Studios'],"Action,Adventure,Massively Multiplayer,RPG","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Trading Cards,Captions available,In-App Purchases,Camera Comfort,Chat Text-to-speech,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,Partial Controller Support,HDR available,Family Sharing",1999.0,"Every legend starts somewhere and in The Elder Scrolls Online, it starts with you. Join millions of players in an online, fantasy RPG set in a vast living Elder Scrolls world.",133389.0,80.0,,8,Very Positive,60353,13604,73957
1086940,Baldur's Gate 3,game,True,True,False,"Aug 3, 2023",['Larian Studios'],['Larian Studios'],"Adventure,RPG,Strategy","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing",5999.0,"Baldur’s Gate 3 is a story-rich, party-based RPG set in the universe of Dungeons &amp; Dragons, where your choices shape a tale of fellowship and betrayal, survival and sacrifice, and the lure of absolute power.",742308.0,96.0,54.0,9,Overwhelmingly Positive,428652,14058,442710
2806050,Halo: Campaign Evolved,game,False,True,False,"Jul 28, 2026",['Xbox Game Studios'],['Halo Studios'],"Action,Adventure","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Adjustable Text Size,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Mouse Only Option,Narrated Game Menus,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Family Sharing",4999.0,"Pre-purchase Halo: Campaign Evolved and get the Foundry Armory Pack, featuring legendary looks for the Master Chief’s iconic Mark V Mjolnir armor.",,,,0,No user reviews,0,0,0
534380,Dying Light 2 Stay Human: Reloaded Edition,game,False,True,False,"Feb 3, 2022",['Techland'],['Techland'],"Action,Adventure,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Family Sharing",5999.0,"Humanity is fighting a losing battle against the virus. Experience a post-apocalyptic open world overrun by hordes of zombies, where your parkour and combat skills are key to survival. Traverse the City freely during the day, but watch the monsters take over during the night.",160887.0,,65.0,6,Mostly Positive,53080,14941,68021
1669000,Age of Wonders 4,game,False,True,False,"May 2, 2023",['Paradox Interactive'],['Triumph Studios'],"RPG,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing",4999.0,Rule a fantasy realm of your own design! Explore new magical realms in Age of Wonders’ signature blend of 4X strategy and turn-based tactical combat. Control a faction that grows and changes as you expand your empire with each turn!,16394.0,,114.0,8,Very Positive,8874,1825,10699
518790,theHunter: Call of the Wild™,game,False,True,False,"Feb 16, 2017",['Avalanche Studios'],['Expansive Worlds'],"Adventure,Simulation,Sports","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,In-App Purchases,Steam Cloud,Family Sharing",1999.0,"Discover an atmospheric hunting game like no other in this realistic, stunning open world – regularly updated in collaboration with the community. Immerse yourself in the single player campaign, or share the ultimate hunting experience with friends.",166122.0,,160.0,8,Very Positive,56373,6033,62406
1599340,Lost Ark,game,False,True,False,"Feb 11, 2022",['Amazon Game Studios'],['Smilegate RPG'],"Action,Adventure,Massively Multiplayer,RPG,Free To Play","Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Keyboard Only Option,Playable without Timed Input,Save Anytime,Partial Controller Support",,"Embark on an odyssey for the Lost Ark in a vast, vibrant world: explore new lands, seek out lost treasures, and test yourself in thrilling action combat in this action-packed free-to-play RPG.",65219.0,,156.0,5,Mixed,27038,11910,38948
4735390,Warframe: Constellations Complete Collection,dlc,False,True,False,"Jun 17, 2026",,['Digital Extremes'],"Action,RPG,Free To Play","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,HDR available",3499.0,Challenge the legacy of a doomed future. Prove that there is room for harmony in the present.,,,,0,3 user reviews,3,0,3
2909400,FINAL FANTASY VII REBIRTH,game,False,True,False,"Jan 23, 2025",['Square Enix'],['Square Enix'],"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Stereo Sound,Surround Sound,Steam Cloud,HDR available,Family Sharing",4999.0,"The Unknown Journey Continues... After escaping the city of Midgar, Cloud and his friends set out on a journey across the planet. New adventures await in a vibrant, expansive world in this standalone entry of the FFVII remake trilogy.",22350.0,,61.0,8,Very Positive,9566,2390,11956
2221490,Tom Clancy’s The Division® 2,game,False,True,False,"Jan 12, 2023",['Ubisoft'],['Ubisoft'],"Action,Adventure,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Captions available,In-App Purchases,Partial Controller Support,HDR available",2999.0,"Join The Division in this open world tactical shooter. Engage in intense cover-based combat, team up with friends, and build your ultimate agent to save Washington, D.C.",30954.0,84.0,67.0,6,Mostly Positive,13284,3376,16660
266410,iRacing,game,False,True,False,"Jan 12, 2015","['iRacing.com Motorsport Simulations', 'iRacing']","['iRacing.com Motorsport Simulations', 'iRacing']","Massively Multiplayer,Racing,Simulation,Sports","Single-player,Multi-player,MMO,PvP,Online PvP,VR Support,Partial Controller Support,Family Sharing",999.0,"We are the world’s premier motorsports racing game. An iRacing membership provides entry into the newest form of motorsport: internet racing. Internet racing is a fun, easy, and inexpensive way for race fan and gamers alike to enjoy the thrill of the racetrack from the comfort of their home.",5470.0,79.0,,8,Very Positive,2499,559,3058
1903340,Clair Obscur: Expedition 33,game,False,True,False,"Apr 24, 2025",['Kepler Interactive'],['Sandfall Interactive'],"Action,RPG","Single-player,Steam Achievements,Full controller support,Adjustable Text Size,Custom Volume Controls,Adjustable Difficulty,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Family Sharing",4999.0,Lead the members of Expedition 33 on their quest to destroy the Paintress so that she can never paint death again. Explore a world of wonders inspired by Belle Époque France and battle unique enemies in this turn-based RPG with real-time mechanics.,175900.0,91.0,55.0,9,Overwhelmingly Positive,95968,3383,99351
2215200,LEGO® Batman™: Legacy of the Dark Knight,game,False,True,False,"May 22, 2026","['Warner Bros. Games', 'Warner Bros. Interactive Entertainment']",['TT Games'],"Action,Adventure","Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together,HDR available,Family Sharing",6999.0,"Rise as the Dark Knight and experience the essential Batman story in a bold, action-packed adventure with hard-hitting combat, an open-world Gotham City, and the signature LEGO charm that fans know and love.",7328.0,84.0,52.0,9,Overwhelmingly Positive,5315,231,5546
3072120,Backrooms Lost Runners,game,False,True,False,"Jun 17, 2026",['ShimStudioGames'],['ShimStudioGames'],"Action,Adventure,Indie,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Family Sharing",1399.0,"Backrooms Lost Runners is a co-op survival horror with team play, voice-reactive AI, and immersive puzzles. This isn’t a “walking simulator”: explore liminal spaces, outsmart entities, and remember—even a whisper can give you away.",,,19.0,7,Positive,21,2,23
4121170,Fears to Fathom® - Scratch Creek,game,False,True,False,"Jun 10, 2026",['Rayll Studios'],['Rayll'],"Adventure,Casual,Indie","Multi-player,Co-op,Online Co-op,Steam Achievements,Family Sharing",799.0,"After noticing bone-chilling similarities to an episode of Fears to Fathom, Tessa and Marcus decide to share their own experience. Scratch Creek is an exclusively online co-op experience.",3050.0,,10.0,6,Mostly Positive,1107,378,1485
1808500,ARC Raiders,game,False,True,False,"Oct 30, 2025",['Embark Studios'],['Embark Studios'],Action,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Stats,Family Sharing",3999.0,"ARC Raiders is a multiplayer extraction adventure, set in a lethal future earth, ravaged by a mysterious mechanized threat known as ARC.",290403.0,,50.0,8,Very Positive,161180,31741,192921
4760250,Warframe: Styanax Prime Access - Prime Pack,dlc,False,True,False,"Jun 17, 2026",['Digital Extremes'],['Digital Extremes'],"Action,RPG","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available",,"Purchase this Prime Pack and gain instant access to Styanax Prime, Afentis Prime, Athodai Prime, and more!",,,,0,1 user reviews,1,0,1
4241420,Stellaris: Nomads,dlc,True,True,True,"Jun 15, 2026",['Paradox Interactive'],['Paradox Development Studio'],"Simulation,Strategy","Single-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing",2499.0,"In Nomads, you thrive inside colossal Arkships that carry your people, your industry, and your ambition across the stars. Move freely through the galaxy, take on Contracts from settled empires, and leave your mark by building Waystations. Nomads do not own the map. They blaze a path across it.",195.0,,,5,Mixed,68,74,142
3186540,Destiny 2: Renegades,dlc,False,True,False,"Dec 2, 2025",['Bungie'],['Bungie'],"Action,Adventure,Free To Play","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Downloadable Content,Steam Achievements,In-App Purchases,Partial Controller Support,Family Sharing",1999.0,"Play Destiny 2: Renegades — The Lawless Frontier calls, an uncharted expanse where power alone isn’t enough. Navigate a world of shadows and syndicates, shape your legend through influence, and become the force that tips the balance.",1312.0,,,5,Mixed,599,425,1024
2807960,Battlefield™ 6,game,False,True,False,"Oct 10, 2025",['Electronic Arts'],['Battlefield Studios'],Action,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available",6999.0,"The ultimate all-out warfare experience. In a war of tanks, fighter jets, and massive combat arsenals, your squad is the deadliest weapon.",277425.0,82.0,53.0,5,Mixed,98118,46708,144826
949230,Cities: Skylines II,game,False,True,False,"Oct 24, 2023",['Paradox Interactive'],"['Iceflake Studios', 'Colossal Order']",Simulation,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",4999.0,"Raise a city from the ground up and transform it into a thriving metropolis with the most realistic city builder ever. Push your creativity and problem-solving to build on a scale you've never experienced. With deep simulation and a living economy, this is world-building without limits.",61777.0,,44.0,5,Mixed,18845,14546,33391
1162750,Songs of Syx,game,True,True,True,"Sep 21, 2020",['Gamatron AB'],['Gamatron AB'],"Casual,Indie,Simulation,Strategy,Early Access","Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor,Family Sharing",2499.0,"Songs of Syx is a fantasy city-builder with vast battles simulating thousands of citizens and soldiers. Start off as a small village and build, scheme, and fight your way towards a mighty empire. The mechanics are deep and true to life, where tiny events can spiral into the collapse of kingdoms. ",8002.0,,34.0,9,Overwhelmingly Positive,5564,278,5842
2004680,Voidling Bound,game,False,True,False,"Jun 9, 2026",['Hatchery Games'],['Hatchery Games'],"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Steam Cloud,Stats,Family Sharing",2499.0,"Hatch, evolve, and upgrade powerful space creatures in this action-packed sci-fi 3rd person shooter that reinvents the monster taming genre!",1897.0,,35.0,8,Very Positive,1239,74,1313
2622380,ELDEN RING NIGHTREIGN,game,False,True,False,"May 29, 2025","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['FromSoftware, Inc.']","Action,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",3999.0,"ELDEN RING NIGHTREIGN is a standalone adventure within the ELDEN RING universe, crafted to offer players a new gaming experience by reimagining the game’s core design.",126106.0,,37.0,8,Very Positive,63965,9360,73325
3564740,Where Winds Meet,game,False,True,False,"Nov 14, 2025",['NetEase Games'],['Everstone Studio'],"Action,Adventure,RPG,Free To Play","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Family Sharing",,Step into an open-world action-adventure RPG set in ancient China. Uncover the secrets of your own identity as you rise from a humble village wanderer to the sword master of the imperial capital. Learn martial arts and build your reputation as a hero or a bringer of chaos in this free wuxia world.,,,51.0,0,No user reviews,0,0,0
3186490,Destiny 2: The Edge of Fate,dlc,False,True,False,"Jul 15, 2025",['Bungie'],['Bungie'],"Action,Adventure,Free To Play","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Downloadable Content,Steam Achievements,In-App Purchases,Partial Controller Support,Family Sharing",1999.0,"Play Destiny 2: The Edge of Fate. Guardians track a mysterious signal to a planetoid on the edge of the solar system, where they will uncover a truth that redefines their future. Enjoy a new campaign, new destination, new abilities, new gear, and much more.",2457.0,,,4,Mostly Negative,643,1353,1996
1297900,Gothic 1 Remake,game,False,True,False,"Jun 5, 2026","['Alkimia Interactive', 'THQ Nordic']",['Alkimia Interactive'],"Action,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Family Sharing",4999.0,"The Legend is Back - Return to the Valley of the Mines in this faithful remake of the genre-defining classic RPG. Explore a hand-crafted, organic open world that reacts dynamically to your actions in a gritty, unrestricted experience like no other.",15804.0,,42.0,8,Very Positive,3906,787,4693
3932890,Escape from Tarkov,game,False,True,False,"Nov 15, 2025",['Battlestate Games'],['Battlestate Games'],"Action,Massively Multiplayer,RPG,Simulation","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound",4999.0,"Escape from Tarkov is the original extraction FPS where every raid is a gamble with death. Prep your raid, bleed, endure and fight through ruthless PMC players and Scavs, gain tactical advantage and cling to your loot — only extraction decides if you live or lose it all.",47821.0,,84.0,5,Mixed,6638,4229,10867
3241660,R.E.P.O.,game,False,True,False,"Feb 26, 2025",['semiwork'],['semiwork'],"Action,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Steam Cloud,Family Sharing",999.0,"An online co-op horror game with up to 6 players. Locate valuable, fully physics-based objects and handle them with care as you retrieve and extract to satisfy your creator's desires.",322817.0,,,9,Overwhelmingly Positive,127858,4260,132118
1466060,Tainted Grail: The Fall of Avalon,game,False,True,False,"May 23, 2025",['Awaken Realms'],['Questline'],"Action,Adventure,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",4499.0,"Step into a dark reimagination of Arthurian legends in this first person, open world RPG. Explore a world stuck in everlasting autumn, witness falling legends and make meaningful choices woven into a complex, branching storyline.",30619.0,80.0,65.0,8,Very Positive,15948,2160,18108
2679100,Witchspire,game,False,True,False,"Jun 10, 2026","['Envar Games', 'Envar Publishing']",['Envar Games'],"Adventure,RPG,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Partial Controller Support,Steam Cloud,Family Sharing",2299.0,"Step into the ultimate open-world witch adventure. Befriend and battle creatures, and conjure up a sanctuary alongside other witches in co-op or single-player.",1025.0,,70.0,8,Very Positive,493,62,555
2373990,Solo Leveling: ARISE OVERDRIVE,game,False,True,False,"Nov 24, 2025",['Netmarble'],['Netmarble Neo'],"Action,RPG","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Steam Cloud,Family Sharing",3999.0,"Solo Leveling, the webtoon with 14.3 billion views worldwide, is now an action RPG game! Help our hero grow from his humble E-Rank beginnings.",6758.0,,58.0,6,Mostly Positive,2179,693,2872
